$STARTTIME=45628.8611853472
Start time: 02/12/2024 20:40:06.414

C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.csv

    Generated by PEAK-Converter Version 3.0.3.557
    Data imported from C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.trc

-------------------------------------------------------------------------------
   Glossary:
     Rx: The frame was received
     Tx: The frame was transmitted
     DT: CAN or J1939 data frame
     FD: CAN FD data frame
     FB: CAN FD data frame with BRS bit set (Bit Rate Switch)
     FE: CAN FD data frame with ESI bit set (Error State Indicator)
     BI: CAN FD data frame with both BRS and ESI bits set
     RR: Remote Request Frame
     ST: Hardware Status change
     ER: Error Frame
     EV: Event. User-defined text, begins directly after 2-digit type indicator
     Reserved column: Destination address of a J1939 message, if any
-------------------------------------------------------------------------------

Number Time (ms) Bus Direction Type ID (hex) Reserved Length D0 D1 D2 D3 D4 D5 D6 D7 D... 
13173 7005.900 1 Rx DT 0387 - 8 02 14 00 00 00 21 0B 00
13174 7006.200 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
13175 7006.500 1 Rx DT 0568 - 8 00 00 00 00 00 00 40 00
13176 7006.600 1 Rx DT 04F1 - 4 20 00 62 D1
13177 7007.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 30 DE
13178 7007.500 1 Rx DT 0164 - 4 00 08 0C 04
13179 7007.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 CB 8F 7A
13180 7007.900 1 Rx DT 0251 - 8 E3 03 72 B8 00 EA F7 7F
13181 7008.100 1 Rx DT 02B0 - 5 49 FF 00 07 82
13182 7008.400 1 Rx DT 0381 - 8 80 50 3F 00 00 39 49 01
13183 7010.700 1 Rx DT 0260 - 8 03 09 06 30 00 80 59 05
13184 7010.900 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
13185 7012.700 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
13186 7013.000 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13187 7013.300 1 Rx DT 0366 - 7 00 68 0E 00 00 00 00
13188 7013.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13189 7013.800 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
13190 7014.600 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
13191 7014.900 1 Rx DT 0130 - 8 98 7F 69 80 00 00 0A CD
13192 7015.100 1 Rx DT 0140 - 8 48 81 00 65 20 00 09 28
13193 7015.300 1 Rx DT 0162 - 3 EC C1 0E
13194 7017.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 40 EE
13195 7017.500 1 Rx DT 0164 - 4 00 08 0E 06
13196 7017.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 CD 8F 8C
13197 7018.000 1 Rx DT 0251 - 8 E3 03 73 CB 00 EB 07 80
13198 7018.100 1 Rx DT 02B0 - 5 49 FF 00 07 93
13199 7021.600 1 Rx DT 0260 - 8 03 09 06 30 00 80 59 14
13200 7021.800 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
13201 7023.000 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13202 7023.300 1 Rx DT 0366 - 7 00 68 0E 00 00 00 00
13203 7023.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13204 7023.800 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
13205 7024.000 1 Rx DT 0453 - 5 00 80 80 00 00
13206 7024.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 5C
13207 7024.600 1 Rx DT 0130 - 8 93 7F 74 80 00 00 0B A3
13208 7024.900 1 Rx DT 0140 - 8 43 81 00 65 20 00 0A 3A
13209 7025.000 1 Rx DT 0162 - 3 EC C1 0E
13210 7025.600 1 Rx DT 0386 - 8 00 40 00 40 00 40 00 80
13211 7025.800 1 Rx DT 0387 - 8 02 14 00 00 00 22 0C 00
13212 7026.100 1 Rx DT 0586 - 3 00 00 00
13213 7026.400 1 Rx DT 04F1 - 4 20 00 62 E1
13214 7027.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 50 FE
13215 7027.500 1 Rx DT 0164 - 4 00 08 10 18
13216 7027.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 CC 8F 9D
13217 7027.900 1 Rx DT 0251 - 8 E3 03 74 BA 00 EA F7 7F
13218 7028.100 1 Rx DT 02B0 - 5 48 FF 00 07 F4
13219 7028.400 1 Rx DT 0381 - 8 80 50 3F 00 00 3A 4A 01
13220 7030.800 1 Rx DT 0260 - 8 03 09 06 30 00 80 59 23
13221 7031.000 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
13222 7032.700 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 80
13223 7033.100 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13224 7033.300 1 Rx DT 0366 - 7 00 64 0E 00 00 00 00
13225 7033.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13226 7033.900 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
13227 7034.600 1 Rx DT 0130 - 8 98 7F 5E 80 00 00 0C A7
13228 7034.800 1 Rx DT 0140 - 8 43 81 00 64 20 00 0B BA
13229 7035.000 1 Rx DT 0162 - 3 EC BD 0E
13230 7036.600 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 C8
13231 7037.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 60 0E
13232 7037.400 1 Rx DT 0164 - 4 00 08 12 1A
13233 7037.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 C9 8F A8
13234 7038.000 1 Rx DT 0251 - 8 E3 03 75 BB 00 EA F7 7F
13235 7038.100 1 Rx DT 02B0 - 5 49 FF 00 07 F5
13236 7039.900 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
13237 7041.000 1 Rx DT 0260 - 8 03 09 06 30 00 7F 59 34
13238 7043.000 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13239 7043.300 1 Rx DT 0366 - 7 00 58 0E 00 00 00 00
13240 7043.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13241 7043.800 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
13242 7044.000 1 Rx DT 0453 - 5 00 80 80 00 00
13243 7044.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 20
13244 7044.600 1 Rx DT 0130 - 8 9A 7F 58 80 00 00 0D 61
13245 7044.900 1 Rx DT 0140 - 8 48 81 00 65 20 00 0C 41
13246 7045.000 1 Rx DT 0162 - 3 EC B1 0E
13247 7045.600 1 Rx DT 0386 - 8 00 80 00 40 00 40 00 80
13248 7045.900 1 Rx DT 0387 - 8 02 14 00 00 00 23 0D 00
13249 7046.500 1 Rx DT 04F1 - 4 00 00 62 F1
13250 7047.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 70 1E
13251 7047.500 1 Rx DT 0164 - 4 00 08 14 1C
13252 7047.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 CC 8F BD
13253 7047.900 1 Rx DT 0251 - 8 E3 03 76 BC 00 EA F7 7F
13254 7048.100 1 Rx DT 02B0 - 5 4A FF 00 07 F6
13255 7048.400 1 Rx DT 0381 - 8 80 50 3F 00 00 3B 4B 01
13256 7051.200 1 Rx DT 0260 - 8 03 09 06 30 00 7F 59 07
13257 7051.500 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
13258 7053.000 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13259 7053.200 1 Rx DT 0366 - 7 00 58 0E 00 00 00 00
13260 7053.400 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13261 7053.700 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
13262 7053.900 1 Rx DT 0436 - 4 00 00 00 00
13263 7054.600 1 Rx DT 0130 - 8 9A 7F 72 80 00 00 0E 24
13264 7054.900 1 Rx DT 0140 - 8 50 81 00 65 20 00 0D 37
13265 7055.000 1 Rx DT 0162 - 3 EC B1 0E
13266 7057.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 80 2E
13267 7057.500 1 Rx DT 0164 - 4 00 08 16 1E
13268 7057.700 1 Rx DT 0220 - 8 F7 03 80 30 03 CD 8F C0
13269 7058.000 1 Rx DT 0251 - 8 E4 03 77 BF 00 EB F7 7F
13270 7058.100 1 Rx DT 02B0 - 5 4A FF 00 07 E7
13271 7060.600 1 Rx DT 0260 - 8 03 0B 06 30 00 7F 5F 1E
13272 7060.900 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
13273 7062.700 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
13274 7063.100 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13275 7063.300 1 Rx DT 0366 - 7 00 28 0E 00 00 00 00
13276 7063.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13277 7063.900 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
13278 7064.000 1 Rx DT 0453 - 5 00 80 80 00 00
13279 7064.300 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 24
13280 7064.600 1 Rx DT 0386 - 8 00 C0 00 40 00 40 00 80
13281 7064.800 1 Rx DT 0130 - 8 A4 7F 6E 80 00 00 0F C2
13282 7065.100 1 Rx DT 0140 - 8 4D 81 00 64 20 00 0E D2
13283 7065.200 1 Rx DT 0162 - 3 EC 7D 0E
13284 7065.900 1 Rx DT 0387 - 8 02 14 00 00 00 24 0E 00
13285 7066.500 1 Rx DT 04F1 - 4 00 00 62 01
13286 7067.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 90 3E
13287 7067.500 1 Rx DT 0164 - 4 00 08 18 10
13288 7067.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 CD 8F DC
13289 7068.000 1 Rx DT 0251 - 8 E3 03 78 BE 00 EA F7 7F
13290 7068.200 1 Rx DT 02B0 - 5 49 FF 00 07 28
13291 7068.400 1 Rx DT 0381 - 8 80 50 3F 00 00 3C 4C 01
13292 7070.800 1 Rx DT 0260 - 8 02 0B 06 30 00 7F 5F 2E
13293 7071.000 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
13294 7073.000 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13295 7073.200 1 Rx DT 0366 - 7 00 24 0E 00 00 00 00
13296 7073.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13297 7073.800 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
13298 7074.700 1 Rx DT 0130 - 8 8F 7F 60 80 00 00 00 35
13299 7074.900 1 Rx DT 0140 - 8 50 81 00 64 20 00 0F 90
13300 7075.000 1 Rx DT 0162 - 3 EC 79 0E
13301 7077.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF A0 4E
13302 7077.500 1 Rx DT 0164 - 4 00 08 1A 12
13303 7077.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 D2 8F E3
13304 7077.900 1 Rx DT 0251 - 8 E3 03 79 D0 00 EA 07 80
13305 7078.100 1 Rx DT 02B0 - 5 48 FF 00 07 29
13306 7080.900 1 Rx DT 0260 - 8 02 0B 06 30 00 7F 5F 3D
13307 7081.100 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
13308 7083.100 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13309 7083.300 1 Rx DT 0366 - 7 00 24 0E 00 00 00 00
13310 7083.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13311 7083.800 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
13312 7084.000 1 Rx DT 0453 - 5 00 80 80 00 00
13313 7084.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 28
13314 7084.600 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 44
13315 7084.700 1 Rx DT 0500 - 1 31
13316 7084.900 1 Rx DT 0130 - 8 95 7F 6F 80 00 00 01 85
13317 7085.100 1 Rx DT 0140 - 8 53 81 00 65 20 00 00 51
13318 7085.300 1 Rx DT 0162 - 3 EC 79 0E
13319 7085.700 1 Rx DT 0386 - 8 00 00 00 80 00 40 00 80
13320 7086.000 1 Rx DT 0387 - 8 02 14 00 00 00 16 00 00
13321 7086.600 1 Rx DT 04F1 - 4 20 00 62 11
13322 7087.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF B0 5E
13323 7087.500 1 Rx DT 0164 - 4 00 08 1C 14
13324 7087.800 1 Rx DT 0220 - 8 F7 03 80 30 03 C7 8F FA
13325 7088.000 1 Rx DT 0251 - 8 E3 03 7A C0 00 EA F7 7F
13326 7088.100 1 Rx DT 02B0 - 5 49 FF 00 07 0A
13327 7088.400 1 Rx DT 0381 - 8 80 58 3F 00 00 3D 55 01
13328 7088.600 1 Rx DT 0507 - 4 00 00 00 00
13329 7091.000 1 Rx DT 0260 - 8 02 0B 06 30 00 7F 5D 02
13330 7091.200 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
13331 7093.000 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13332 7093.200 1 Rx DT 0366 - 7 00 40 0E 00 00 00 00
13333 7093.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13334 7093.700 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
13335 7094.600 1 Rx DT 0130 - 8 A3 7F 68 80 00 00 02 AC
13336 7094.900 1 Rx DT 0140 - 8 5D 81 00 64 20 00 01 D0
13337 7095.000 1 Rx DT 0162 - 3 EC 95 0E
13338 7097.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF C0 6E
13339 7097.500 1 Rx DT 0164 - 4 00 08 00 08
13340 7097.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 CA 8F 0B
13341 7097.900 1 Rx DT 0251 - 8 E3 03 7B C1 00 EA F7 7F
13342 7098.100 1 Rx DT 02B0 - 5 48 FF 00 07 0B
13343 7100.600 1 Rx DT 0260 - 8 03 0B 06 30 00 7F 5D 10
13344 7100.900 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
13345 7103.100 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13346 7103.300 1 Rx DT 0366 - 7 00 46 0E 00 00 00 00
13347 7103.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13348 7103.800 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
13349 7104.100 1 Rx DT 0410 - 8 90 12 60 00 80 03 00 00
13350 7104.300 1 Rx DT 0436 - 4 00 00 00 00
13351 7104.500 1 Rx DT 0453 - 5 00 80 80 00 00
13352 7104.700 1 Rx DT 0130 - 8 A6 7F 54 80 00 00 03 68
13353 7104.900 1 Rx DT 0140 - 8 69 81 00 65 20 00 02 D5
13354 7105.200 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 6C
13355 7105.400 1 Rx DT 0162 - 3 EC 9D 0E
13356 7105.600 1 Rx DT 0386 - 8 00 40 00 80 00 40 00 80
13357 7105.900 1 Rx DT 0387 - 8 02 14 00 00 00 17 01 00
13358 7106.100 1 Rx DT 050E - 8 00 00 00 00 00 00 00 00
13359 7106.400 1 Rx DT 0520 - 8 00 00 00 00 00 00 00 00
13360 7106.700 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
13361 7106.800 1 Rx DT 04F1 - 4 20 00 62 21
13362 7107.100 1 Rx DT 0553 - 8 00 01 91 06 01 00 80 00
13363 7107.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF D0 7E
13364 7107.500 1 Rx DT 0164 - 4 00 08 02 0A
13365 7107.700 1 Rx DT 0220 - 8 F7 03 80 30 03 D1 8F 14
13366 7107.900 1 Rx DT 0251 - 8 E3 03 7C C2 00 EA F7 7F
13367 7108.100 1 Rx DT 02B0 - 5 48 FF 00 07 7C
13368 7108.400 1 Rx DT 0381 - 8 80 50 3F 00 00 3E 4E 01
13369 7108.600 1 Rx DT 052A - 8 00 02 00 80 04 00 00 00
13370 7108.900 1 Rx DT 0559 - 8 00 00 00 00 00 40 00 00
13371 7109.100 1 Rx DT 0568 - 8 00 00 00 00 00 00 40 00
13372 7109.400 1 Rx DT 0572 - 8 00 00 00 00 00 00 00 00
13373 7110.700 1 Rx DT 0260 - 8 03 0B 06 30 00 7F 5D 2F
13374 7111.000 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
13375 7112.700 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
13376 7113.100 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13377 7113.300 1 Rx DT 0366 - 7 00 46 0E 00 00 00 00
13378 7113.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13379 7113.900 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
13380 7114.600 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
13381 7114.900 1 Rx DT 0130 - 8 A5 7F 6A 80 00 00 04 E5
13382 7115.100 1 Rx DT 0140 - 8 62 81 00 64 20 00 03 60
13383 7115.300 1 Rx DT 0162 - 3 EC 9D 0E
13384 7117.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF E0 8E
13385 7117.500 1 Rx DT 0164 - 4 00 08 04 0C
13386 7117.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 D3 8F 22
13387 7118.000 1 Rx DT 0251 - 8 E3 03 7D C3 00 EA F7 7F
13388 7118.100 1 Rx DT 02B0 - 5 48 FF 00 07 6D
13389 7120.700 1 Rx DT 0260 - 8 03 0A 06 30 00 7F 59 33
13390 7121.800 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
13391 7123.000 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13392 7123.300 1 Rx DT 0366 - 7 00 46 0E 00 00 00 00
13393 7123.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13394 7123.800 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
13395 7124.000 1 Rx DT 0453 - 5 00 80 80 00 00
13396 7124.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 70
13397 7124.700 1 Rx DT 0130 - 8 A7 7F 7C 80 00 00 05 CD
13398 7124.900 1 Rx DT 0140 - 8 55 81 00 64 20 00 04 6B
13399 7125.000 1 Rx DT 0162 - 3 EC 9D 0E
13400 7125.600 1 Rx DT 0386 - 8 00 80 00 80 00 40 00 80
13401 7125.900 1 Rx DT 0387 - 8 02 14 00 00 00 18 02 00
13402 7126.000 1 Rx DT 0586 - 3 00 00 00
13403 7126.700 1 Rx DT 04F1 - 4 00 00 62 31
13404 7127.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 00 AE
13405 7127.500 1 Rx DT 0164 - 4 00 08 06 0E
13406 7127.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 D2 8F 33
13407 7127.900 1 Rx DT 0251 - 8 E3 03 7E C5 00 EB F7 7F
13408 7128.100 1 Rx DT 02B0 - 5 49 FF 00 07 4E
13409 7128.400 1 Rx DT 0381 - 8 80 50 3F 00 00 3F 4F 01
13410 7131.200 1 Rx DT 0260 - 8 03 0A 06 30 00 7F 59 06
13411 7131.400 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
13412 7132.700 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 08
13413 7133.100 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13414 7133.300 1 Rx DT 0366 - 7 00 5A 0E 00 00 00 00
13415 7133.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13416 7133.900 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
13417 7134.600 1 Rx DT 0130 - 8 A2 7F 6A 80 00 00 06 51
13418 7134.900 1 Rx DT 0140 - 8 4C 81 00 65 20 00 05 DD
13419 7135.000 1 Rx DT 0162 - 3 EC B1 0E
13420 7136.800 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 D8
13421 7137.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 10 BE
13422 7137.500 1 Rx DT 0164 - 4 00 08 08 00
13423 7137.700 1 Rx DT 0220 - 8 F7 03 80 30 03 D3 8F 46
13424 7138.000 1 Rx DT 0251 - 8 E3 03 7F D6 00 EA 07 80
13425 7138.100 1 Rx DT 02B0 - 5 49 FF 00 07 5F
13426 7140.600 1 Rx DT 0260 - 8 03 0A 06 30 00 81 59 12
13427 7140.900 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
13428 7143.100 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13429 7143.300 1 Rx DT 0366 - 7 00 5A 0E 00 00 00 00
13430 7143.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13431 7143.800 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
13432 7144.000 1 Rx DT 0453 - 5 00 80 80 00 00
13433 7144.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 74
13434 7144.600 1 Rx DT 0130 - 8 98 7F 6D 80 00 00 07 F9
13435 7144.900 1 Rx DT 0140 - 8 42 81 00 64 20 00 06 66
13436 7145.100 1 Rx DT 0162 - 3 EC B1 0E
13437 7145.600 1 Rx DT 0386 - 8 00 C0 00 80 00 40 00 80
13438 7145.800 1 Rx DT 0387 - 8 02 14 00 00 00 19 03 00
13439 7146.800 1 Rx DT 04F1 - 4 20 00 62 41
13440 7147.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 20 CE
13441 7147.500 1 Rx DT 0164 - 4 00 08 0A 02
13442 7147.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 D1 8F 50
13443 7148.000 1 Rx DT 0251 - 8 E3 03 80 D7 00 EA 07 80
13444 7148.100 1 Rx DT 02B0 - 5 49 FF 00 07 A0
13445 7148.400 1 Rx DT 0381 - 8 80 50 3F 00 00 40 50 01
13446 7150.900 1 Rx DT 0260 - 8 03 0A 06 30 00 81 57 23
13447 7152.100 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
13448 7153.000 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13449 7153.200 1 Rx DT 0366 - 7 00 5A 0E 00 00 00 00
13450 7153.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13451 7153.800 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
13452 7154.100 1 Rx DT 0436 - 4 00 00 00 00
13453 7154.700 1 Rx DT 0130 - 8 8B 7F 79 80 00 00 08 47
13454 7154.900 1 Rx DT 0140 - 8 3C 81 00 65 20 00 07 EF
13455 7155.000 1 Rx DT 0162 - 3 EC B1 0E
13456 7157.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 30 DE
13457 7157.500 1 Rx DT 0164 - 4 00 08 0C 04
13458 7157.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 CC 8F 6D
13459 7157.900 1 Rx DT 0251 - 8 E3 03 81 C8 00 EB F7 7F
13460 7158.200 1 Rx DT 02B0 - 5 49 FF 00 07 B1
13461 7160.800 1 Rx DT 0260 - 8 03 09 06 30 00 81 57 33
13462 7161.100 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
13463 7162.700 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
13464 7163.100 1 Rx DT 0356 - 7 00 00 00 00 18 00 00
13465 7163.300 1 Rx DT 0366 - 7 00 5E 0E 00 00 00 00
13466 7163.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13467 7163.900 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
13468 7164.000 1 Rx DT 0453 - 5 00 80 80 00 00
13469 7164.300 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 78
13470 7164.600 1 Rx DT 0386 - 8 00 00 00 C0 00 40 00 80
13471 7164.800 1 Rx DT 0130 - 8 8C 7F 5F 80 00 00 09 74
13472 7165.100 1 Rx DT 0140 - 8 3C 81 00 65 20 00 08 54
13473 7165.300 1 Rx DT 0162 - 3 EC B5 0E
13474 7165.800 1 Rx DT 0387 - 8 02 14 00 00 00 1A 04 00
13475 7166.800 1 Rx DT 04F1 - 4 00 00 62 51
13476 7167.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 40 EE
13477 7167.500 1 Rx DT 0164 - 4 00 08 0E 06
13478 7167.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 C5 8F 74
13479 7168.000 1 Rx DT 0251 - 8 E3 03 82 C8 00 EA F7 7F
13480 7168.100 1 Rx DT 02B0 - 5 49 FF 00 07 82
13481 7168.400 1 Rx DT 0381 - 8 80 50 3F 00 00 41 51 01
13482 7170.700 1 Rx DT 0260 - 8 03 09 06 30 00 81 57 06
13483 7171.000 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
13484 7173.000 1 Rx DT 0356 - 7 00 00 00 00 15 00 00
13485 7173.200 1 Rx DT 0366 - 7 00 5E 0E 00 00 00 00
13486 7173.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13487 7173.700 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
13488 7174.700 1 Rx DT 0130 - 8 92 7F 54 80 00 00 0A 22
13489 7174.900 1 Rx DT 0140 - 8 41 81 00 65 20 00 09 A7
13490 7175.000 1 Rx DT 0162 - 3 EC B5 0E
13491 7177.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 50 FE
13492 7177.500 1 Rx DT 0164 - 4 00 08 10 18
13493 7177.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 C6 8F 87
13494 7177.900 1 Rx DT 0251 - 8 E3 03 83 C9 00 EA F7 7F
13495 7178.100 1 Rx DT 02B0 - 5 49 FF 00 07 93
13496 7179.900 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
13497 7181.000 1 Rx DT 0260 - 8 03 09 06 30 00 81 57 15
13498 7183.100 1 Rx DT 0356 - 7 00 00 00 00 15 00 00
13499 7183.300 1 Rx DT 0366 - 7 00 5E 0E 00 00 00 00
13500 7183.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
13501 7183.800 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
13502 7184.000 1 Rx DT 0453 - 5 00 80 80 00 00
13503 7184.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 BC
13504 7184.600 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 CC
13505 7184.800 1 Rx DT 0130 - 8 96 7F 6E 80 00 00 0B DA
13506 7185.000 1 Rx DT 0140 - 8 46 81 00 65 20 00 0A 0E
13507 7185.200 1 Rx DT 0162 - 3 EC B5 0E
13508 7185.300 1 Rx DT 0500 - 1 31
13509 7185.800 1 Rx DT 0386 - 8 00 40 00 C0 00 40 00 80
13510 7186.100 1 Rx DT 0387 - 8 02 14 00 00 00 1B 05 00
13511 7186.900 1 Rx DT 04F1 - 4 00 00 62 61
13512 7187.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 60 0E
13513 7187.500 1 Rx DT 0164 - 4 00 08 12 1A
13514 7187.700 1 Rx DT 0220 - 8 F7 03 80 2C 03 C9 8F 98
13515 7187.900 1 Rx DT 0251 - 8 E3 03 84 CA 00 EA F7 7F
13516 7188.100 1 Rx DT 02B0 - 5 48 FF 00 07 F4
13517 7188.400 1 Rx DT 0381 - 8 80 50 3F 00 00 42 52 01
13518 7188.500 1 Rx DT 0507 - 4 00 00 00 00
13519 7190.700 1 Rx DT 0260 - 8 03 09 06 30 00 80 55 27
13520 7191.000 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
13521 7193.100 1 Rx DT 0356 - 7 00 00 00 00 15 00 00
13522 7193.300 1 Rx DT 0366 - 7 00 58 0E 00 00 00 00
13523 7193.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
