Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
2656400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2666200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2676400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2686200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2696400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2706200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2716300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2726200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2736400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2746200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2756400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2766200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2776300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2786200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2796400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2806200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2816400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2826200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2836500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2846200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2856400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2866100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2876300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2886200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2896100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2906200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2916400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2926100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2936400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2946100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2956400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2966100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2976100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2986400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2996100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3006100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3016100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3026100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3036100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3046100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3056100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3066100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3076100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3086100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3096100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3106100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3116100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3126100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3136100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3146100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3156100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3166000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3176100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3186100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3196000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3206100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3216100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3226000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3236100,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3246000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3256000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3266000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3276000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3286000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3296000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3306000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3316000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3326000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3336000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3346000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3356000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3366000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3376000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3386000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3396000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3406000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3416000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3426000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3436000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3446000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3456000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3465900,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3476000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3486000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3495900,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
3506000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
3516000,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
3525900,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
3535900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,9C,
3545900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,AB,
3555900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,BA,
3565900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,8D,
3575900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,9C,
3585900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,AB,
3595900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,BA,
3605900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,8D,
3615900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,9C,
3625900,0000013A,false,Rx,0,8,3E,00,31,00,00,00,00,AB,
